i,o
PANERA LUNCH $192.09 11/05,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $453.66 11/08,"('Panera Bread', 'Food & Beverage')"
PANERA LUNCH $349.07 06/25,"('Panera Bread', 'Food & Beverage')"
DUNKIN 5678 $263.18 01/23,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $224.54 12/16,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $408.84 05/07,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $265.74 12/08,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $375.08 06/04,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $334.92 06/04,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $138.88 10/05,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $133.7 02/05,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $295.18 06/08,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $472.62 11/08,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $11.02 05/23,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $123.67 01/15,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $407.65 04/01,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $433.57 11/26,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $367.86 07/01,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $153.04 04/14,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $107.29 08/05,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $464.67 03/14,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $113.82 02/09,"('Dunkin'', 'Food & Beverage')"
DUNKIN 5678 $325.21 12/17,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $216.1 11/01,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $9.54 02/24,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $464.59 05/18,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $409.06 11/24,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $396.56 04/24,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $149.16 05/26,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $443.14 11/20,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $356.2 04/21,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $426.74 09/17,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $290.65 07/14,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $477.74 05/25,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $438.08 09/28,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $101.09 02/10,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $303.2 07/30,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $248.72 11/10,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $104.56 01/30,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $245.29 05/18,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $167.88 02/13,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $83.97 06/24,"('Dunkin'', 'Food & Beverage')"
DUNKIN BEVERAGE $142.36 11/23,"('Dunkin'', 'Food & Beverage')"
KFC 5678 $193.83 04/07,"('KFC', 'Food & Beverage')"
KFC 5678 $18.5 08/18,"('KFC', 'Food & Beverage')"
KFC 5678 $92.04 07/17,"('KFC', 'Food & Beverage')"
KFC 5678 $183.79 10/07,"('KFC', 'Food & Beverage')"
KFC 5678 $380.58 09/25,"('KFC', 'Food & Beverage')"
KFC 5678 $243.89 01/28,"('KFC', 'Food & Beverage')"
KFC 5678 $432.35 03/09,"('KFC', 'Food & Beverage')"
KFC 5678 $185.58 02/05,"('KFC', 'Food & Beverage')"
KFC 5678 $104.89 05/18,"('KFC', 'Food & Beverage')"
KFC 5678 $315.22 05/17,"('KFC', 'Food & Beverage')"
KFC 5678 $433.56 11/17,"('KFC', 'Food & Beverage')"
KFC 5678 $170.18 05/20,"('KFC', 'Food & Beverage')"
KFC 5678 $98.74 11/23,"('KFC', 'Food & Beverage')"
KFC 5678 $432.13 12/09,"('KFC', 'Food & Beverage')"
KFC 5678 $227.92 08/24,"('KFC', 'Food & Beverage')"
KFC 5678 $20.28 11/26,"('KFC', 'Food & Beverage')"
KFC 5678 $338.98 01/22,"('KFC', 'Food & Beverage')"
KFC 5678 $8.81 06/11,"('KFC', 'Food & Beverage')"
KFC 5678 $248.65 12/10,"('KFC', 'Food & Beverage')"
KFC 5678 $488.61 10/03,"('KFC', 'Food & Beverage')"
KFC MEAL $146.18 07/06,"('KFC', 'Food & Beverage')"
KFC MEAL $301.75 08/31,"('KFC', 'Food & Beverage')"
KFC MEAL $33.58 05/11,"('KFC', 'Food & Beverage')"
KFC MEAL $114.02 08/15,"('KFC', 'Food & Beverage')"
KFC MEAL $326.96 01/23,"('KFC', 'Food & Beverage')"
KFC MEAL $398.38 07/24,"('KFC', 'Food & Beverage')"
KFC MEAL $145.67 11/21,"('KFC', 'Food & Beverage')"
KFC MEAL $176.52 09/07,"('KFC', 'Food & Beverage')"
KFC MEAL $433.1 01/05,"('KFC', 'Food & Beverage')"
KFC MEAL $262.32 06/08,"('KFC', 'Food & Beverage')"
KFC MEAL $364.59 01/10,"('KFC', 'Food & Beverage')"
KFC MEAL $304.4 02/21,"('KFC', 'Food & Beverage')"
KFC MEAL $208.18 08/07,"('KFC', 'Food & Beverage')"
KFC MEAL $268.2 09/26,"('KFC', 'Food & Beverage')"
KFC MEAL $286.49 01/02,"('KFC', 'Food & Beverage')"
KFC MEAL $306.67 08/26,"('KFC', 'Food & Beverage')"
KFC MEAL $473.67 10/18,"('KFC', 'Food & Beverage')"
KFC MEAL $492.14 07/31,"('KFC', 'Food & Beverage')"
KFC MEAL $322.82 10/05,"('KFC', 'Food & Beverage')"
KFC MEAL $202.64 12/11,"('KFC', 'Food & Beverage')"
BURGERKING 5678 $455.84 06/04,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $82.71 04/02,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $373.38 10/27,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $69.18 07/01,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $215.24 08/24,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $170.26 10/26,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $54.4 10/03,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $151.01 04/03,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $178.29 01/16,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $377.31 03/09,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $422.43 09/03,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $256.85 09/23,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $264.89 05/01,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $321.26 08/24,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $201.02 03/02,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $299.11 10/07,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $63.01 10/18,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $23.96 01/23,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $92.63 01/21,"('Burger King', 'Food & Beverage')"
BURGERKING 5678 $324.89 02/19,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $490.89 10/12,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $385.22 09/29,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $426.29 05/26,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $295.71 05/16,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $90.79 05/15,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $465.89 09/29,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $150.72 05/28,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $263.3 03/14,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $223.22 06/15,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $220.34 03/01,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $447.59 02/05,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $216.72 05/07,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $33.14 06/25,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $213.51 11/23,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $193.37 09/06,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $384.08 01/04,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $125.02 06/28,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $145.36 03/11,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $64.52 01/01,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $487.24 10/07,"('Burger King', 'Food & Beverage')"
SUBWAY 5678 $143.31 05/14,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $62.32 11/21,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $155.7 07/13,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $226.85 11/05,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $146.86 07/08,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $227.92 11/15,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $68.24 05/07,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $177.7 08/12,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $430.59 02/10,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $73.39 01/23,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $376.22 12/28,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $440.33 01/25,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $346.83 08/19,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $86.28 05/19,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $390.84 02/11,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $427.66 10/03,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $416.11 01/21,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $149.58 04/16,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $5.36 06/07,"('Subway', 'Food & Beverage')"
SUBWAY 5678 $423.11 11/23,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $415.23 05/27,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $268.98 02/03,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $63.51 03/31,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $311.36 09/06,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $128.2 03/03,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $490.52 07/16,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $423.09 04/05,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $387.17 10/29,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $345.8 05/15,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $417.62 06/28,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $364.12 09/16,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $143.01 12/22,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $297.01 10/23,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $444.75 08/08,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $167.3 01/08,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $350.51 04/04,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $80.05 04/03,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $463.2 07/27,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $323.44 12/30,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $233.69 05/26,"('Subway', 'Food & Beverage')"
TACO BELL 5678 $25.36 08/24,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $477.13 04/18,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $136.22 08/22,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $71.27 11/30,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $244.37 05/12,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $249.63 11/14,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $31.62 10/16,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $304.43 03/01,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $208.36 10/02,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $499.82 06/09,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $159.06 09/28,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $51.68 11/15,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $308.93 04/14,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $240.57 05/03,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $366.04 09/30,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $234.44 02/27,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $449.9 02/05,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $155.19 03/31,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $256.51 10/19,"('Taco Bell', 'Food & Beverage')"
TACO BELL 5678 $291.34 01/23,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $416.16 01/25,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $131.33 05/05,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $24.16 03/28,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $332.82 12/21,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $50.9 09/12,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $477.43 03/27,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $368.7 04/01,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $284.71 07/31,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $146.06 01/30,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $126.1 05/27,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $229.77 09/07,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $257.22 04/22,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $490.15 01/29,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $474.48 10/28,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $368.29 12/30,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $384.23 08/05,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $326.25 12/28,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $283.46 01/22,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $44.93 10/02,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $61.91 05/09,"('Taco Bell', 'Food & Beverage')"
PAPA JOHN'S 5678 $252.64 03/07,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $465.36 09/03,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $327.79 10/22,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $58.19 07/30,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $171.85 07/12,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $462.1 02/20,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $455.76 07/19,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $389.83 05/22,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $13.28 03/17,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $51.57 10/26,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $232.98 09/30,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $174.12 11/26,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $52.92 11/03,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $355.85 02/11,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $24.12 03/02,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $233.94 02/05,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $316.7 01/27,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $479.92 02/19,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $392.86 11/28,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 5678 $223.43 05/14,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $65.0 07/01,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $483.29 09/13,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $142.17 07/12,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $378.49 01/07,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $312.62 07/31,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $203.17 07/17,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $314.23 12/13,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $399.23 07/12,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $143.13 02/19,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $489.14 09/16,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $295.8 03/05,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $198.52 04/28,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $428.91 01/30,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $32.4 02/04,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $197.04 02/21,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $148.37 07/23,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $214.66 10/21,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $244.19 12/06,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $432.66 02/10,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $497.45 07/16,"('Papa John's', 'Food & Beverage')"
HILTON HOTELS 5678 $373.17 02/26,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $325.67 12/23,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $468.04 09/20,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $69.08 02/13,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $129.92 11/20,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $220.34 09/08,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $220.03 08/14,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $277.54 05/16,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $353.78 03/25,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $422.11 04/08,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $350.39 06/13,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $202.1 11/12,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $112.92 03/06,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $186.21 07/09,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $285.0 11/15,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $78.98 07/15,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $77.96 06/12,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $299.84 02/24,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $58.07 05/23,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 5678 $166.66 09/30,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $250.71 10/06,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $490.46 12/30,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $388.02 12/02,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $69.62 10/18,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $31.99 04/01,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $231.99 01/01,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $146.89 08/12,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $195.16 04/15,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $305.94 07/22,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $296.76 06/08,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $216.45 06/04,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $131.07 06/16,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $424.11 04/16,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $120.21 04/27,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $330.86 09/14,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $123.66 12/23,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $139.37 06/20,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $306.71 11/30,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $345.82 09/27,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $202.13 06/08,"('Hilton Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $315.57 04/14,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $334.72 04/01,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $228.58 03/19,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $315.28 10/25,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $459.88 10/15,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $210.7 09/24,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $239.13 07/02,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $314.47 07/22,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $268.21 10/28,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $354.23 07/18,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $293.54 12/01,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $162.73 07/12,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $315.74 03/06,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $96.71 07/09,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $314.88 06/06,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $437.27 10/05,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $272.25 10/07,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $75.12 04/17,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $175.23 12/03,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 5678 $388.3 06/09,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $410.23 09/21,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $171.98 06/10,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $364.58 05/10,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $322.09 12/23,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $157.15 12/12,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $55.87 09/22,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $42.61 10/08,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $465.35 02/02,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $273.52 10/04,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $189.52 05/14,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $117.87 02/23,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $136.72 02/05,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $441.94 07/07,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $402.88 10/20,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $212.79 01/22,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $202.69 06/19,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $390.07 07/24,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $333.51 11/28,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $178.03 10/26,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $6.84 09/17,"('Marriott Hotels', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $249.65 06/08,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $491.08 12/26,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $372.62 01/29,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $485.31 03/08,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $173.98 02/07,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $427.42 07/10,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $143.31 01/07,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $450.05 06/24,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $261.22 02/23,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $191.91 05/02,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $235.52 11/05,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $484.3 03/29,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $90.73 09/26,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $217.99 08/07,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $294.27 09/19,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $473.79 12/07,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $392.89 12/10,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 5678 $229.71 09/27,"('Budget', 'Travel & Leisure')"
